z,vol_rate_Mpc_all
0.0,1.4399640059449235e-08
0.05,1.6455017306345717e-08
0.1,1.945343441916658e-08
0.15000000000000002,2.2010405037935373e-08
0.2,2.3350669360791873e-08
0.25,2.455588998004278e-08
0.3,2.752873658883655e-08
0.35,3.141716745396864e-08
0.39999999999999997,3.528713497688032e-08
0.44999999999999996,3.7771646891057076e-08
0.49999999999999994,4.276315728098497e-08
0.5499999999999999,4.420304705864969e-08
0.6,4.8276936427694936e-08
0.65,5.214287381349793e-08
0.7000000000000001,5.617215602782577e-08
0.7500000000000001,6.348688359840074e-08
0.8000000000000002,6.62644130648391e-08
0.8500000000000002,7.447838712539774e-08
0.9000000000000002,7.28502504810386e-08
0.9500000000000003,7.824056162240525e-08
1.0000000000000002,8.368444728905786e-08
1.0500000000000003,8.722143844170657e-08
1.1000000000000003,9.296672901994602e-08
1.1500000000000004,9.813043209291718e-08
1.2000000000000004,1.0037885759405123e-07
1.2500000000000004,1.0125880402554085e-07
1.3000000000000005,1.0584798877495284e-07
1.3500000000000005,1.0820987984083847e-07
1.4000000000000006,1.151438253307648e-07
1.4500000000000006,1.1016696133069119e-07
1.5000000000000007,1.1209329909270619e-07
1.5500000000000007,1.1695919734700177e-07
1.6000000000000008,1.1938924463178607e-07
1.6500000000000008,1.1312091204541146e-07
1.7000000000000008,1.1309379100496246e-07
1.7500000000000009,1.1550737726037214e-07
1.800000000000001,1.2710196022341961e-07
1.850000000000001,1.1897781688534184e-07
1.900000000000001,1.1686257996923732e-07
1.950000000000001,1.0827024085788358e-07
2.000000000000001,1.1347504333091464e-07
2.0500000000000007,1.0994135163718401e-07
2.1000000000000005,1.0913426613211358e-07
2.1500000000000004,1.0940672431888453e-07
2.2,1.138603718524037e-07
2.25,1.0425534107951057e-07
2.3,1.0601156267915107e-07
2.3499999999999996,1.0651702799494558e-07
2.3999999999999995,1.0271856526758368e-07
2.4499999999999993,9.848446905400045e-08
2.499999999999999,1.0364280889129754e-07
2.549999999999999,9.969449531362333e-08
2.5999999999999988,9.226233050619281e-08
2.6499999999999986,9.361643420323856e-08
2.6999999999999984,8.603842146642968e-08
2.7499999999999982,9.120475831478373e-08
2.799999999999998,8.24403252463444e-08
2.849999999999998,8.048882013047007e-08
2.8999999999999977,7.958585266740357e-08
2.9499999999999975,7.778876383897501e-08
2.9999999999999973,7.485418777373591e-08
3.049999999999997,7.337035219452078e-08
3.099999999999997,7.602119504567707e-08
3.149999999999997,7.046294955420564e-08
3.1999999999999966,6.579201464621169e-08
3.2499999999999964,6.628434501755475e-08
3.2999999999999963,7.055522525419212e-08
3.349999999999996,6.425508132433747e-08
3.399999999999996,6.922768535316168e-08
3.4499999999999957,6.088445183095412e-08
3.4999999999999956,6.12301252259679e-08
3.5499999999999954,5.570322386917984e-08
3.599999999999995,5.990740674916872e-08
3.649999999999995,5.108103702228623e-08
3.699999999999995,6.064096137940337e-08
3.7499999999999947,5.287937735928485e-08
3.7999999999999945,4.8016426879708416e-08
3.8499999999999943,4.991130879989625e-08
3.899999999999994,5.412572512864877e-08
3.949999999999994,3.929550658612575e-08
3.999999999999994,5.2763371603336e-08
4.049999999999994,4.338755471977617e-08
4.099999999999993,4.143536783915979e-08
4.149999999999993,4.3321251177159725e-08
4.199999999999993,4.068355326213382e-08
4.249999999999993,4.366196875760872e-08
4.299999999999993,4.444050637483305e-08
4.3499999999999925,3.580621592427184e-08
4.399999999999992,4.116319261797432e-08
4.449999999999992,3.900436808430684e-08
4.499999999999992,3.8299990235701214e-08
4.549999999999992,2.930651056498879e-08
4.599999999999992,3.3974872302412656e-08
4.6499999999999915,3.7230361498163544e-08
4.699999999999991,2.8792117929650703e-08
4.749999999999991,3.6337164862157206e-08
4.799999999999991,3.1788197644423076e-08
4.849999999999991,3.072353149527078e-08
4.899999999999991,3.1277166532773814e-08
4.94999999999999,2.8369344605156215e-08
4.99999999999999,2.488109407663487e-08
5.04999999999999,2.5189860589160802e-08
5.09999999999999,2.27097527671525e-08
5.14999999999999,2.3934875111238973e-08
5.1999999999999895,2.527716443600452e-08
5.249999999999989,2.5243647336064932e-08
5.299999999999989,2.5349617935195163e-08
5.349999999999989,2.877190786593846e-08
5.399999999999989,2.2619524322882455e-08
5.449999999999989,2.3353779861294257e-08
5.4999999999999885,2.3353017662518664e-08
5.549999999999988,2.3487074703251842e-08
5.599999999999988,2.6461640532814402e-08
5.649999999999988,2.519556272668434e-08
5.699999999999988,2.4196331975910337e-08
5.749999999999988,1.9783332668603636e-08
5.799999999999987,2.3720808418188037e-08
5.849999999999987,2.0327543574476037e-08
5.899999999999987,1.932538655455976e-08
5.949999999999987,1.7580107317574943e-08
5.999999999999987,2.2536324992755756e-08
