z,vol_rate_Mpc_all
0.0,1.540196021516406e-08
0.05,1.714278999759977e-08
0.1,1.903131618276852e-08
0.15000000000000002,2.0440166007583492e-08
0.2,2.354022754563678e-08
0.25,2.4714441865057048e-08
0.3,2.710547981381317e-08
0.35,3.083030665070422e-08
0.39999999999999997,3.2600167166307466e-08
0.44999999999999996,3.8287127116599645e-08
0.49999999999999994,4.119276200926678e-08
0.5499999999999999,4.414328922989803e-08
0.6,4.8167999700346436e-08
0.65,5.4159235324511604e-08
0.7000000000000001,5.4641221993355983e-08
0.7500000000000001,6.433539507273713e-08
0.8000000000000002,6.501965803610233e-08
0.8500000000000002,7.090677265648868e-08
0.9000000000000002,7.933230435521838e-08
0.9500000000000003,7.890482205260536e-08
1.0000000000000002,8.870746075694176e-08
1.0500000000000003,9.681683026501212e-08
1.1000000000000003,9.79859751726637e-08
1.1500000000000004,9.366458379949804e-08
1.2000000000000004,1.0362745136154859e-07
1.2500000000000004,1.1366184825971631e-07
1.3000000000000005,1.1195775670270971e-07
1.3500000000000005,1.1628298447677158e-07
1.4000000000000006,1.35285455921931e-07
1.4500000000000006,1.3177644806563345e-07
1.5000000000000007,1.3077467795543953e-07
1.5500000000000007,1.4423564104366472e-07
1.6000000000000008,1.4974312889011183e-07
1.6500000000000008,1.477440487737739e-07
1.7000000000000008,1.4806078840523884e-07
1.7500000000000009,1.4621702991641836e-07
1.800000000000001,1.6468811758849438e-07
1.850000000000001,1.6541896990642505e-07
1.900000000000001,1.522895191248595e-07
1.950000000000001,1.6788733168929208e-07
2.000000000000001,1.6976444468965474e-07
2.0500000000000007,1.7320301696974126e-07
2.1000000000000005,1.8309607588981467e-07
2.1500000000000004,1.8369367079832977e-07
2.2,1.4654468963295376e-07
2.25,1.5775604426884045e-07
2.3,1.4918686345747792e-07
2.3499999999999996,1.7603150817432217e-07
2.3999999999999995,2.0889911266675287e-07
2.4499999999999993,1.7386735101191276e-07
2.499999999999999,1.6330183193477837e-07
2.549999999999999,1.6748553516720523e-07
2.5999999999999988,1.6461990094022794e-07
2.6499999999999986,1.6936348318433503e-07
2.6999999999999984,1.9755362808509422e-07
2.7499999999999982,1.3849453181344927e-07
2.799999999999998,1.5696808684732986e-07
2.849999999999998,1.6696020633954995e-07
2.8999999999999977,1.7524419292177544e-07
2.9499999999999975,1.7447227291776084e-07
2.9999999999999973,2.0727671752450892e-07
3.049999999999997,1.306483718354081e-07
3.099999999999997,1.578085638275177e-07
3.149999999999997,1.4404666520960478e-07
3.1999999999999966,1.6068703915079028e-07
3.2499999999999964,1.3546906277539868e-07
3.2999999999999963,1.6608943043992215e-07
3.349999999999996,1.2045109769588916e-07
3.399999999999996,1.1216271400611278e-07
3.4499999999999957,1.259834071199611e-07
3.4999999999999956,1.4166987950813259e-07
3.5499999999999954,1.1580743991564185e-07
3.599999999999995,1.0085361818014762e-07
3.649999999999995,1.3032007339024893e-07
3.699999999999995,9.469596779814583e-08
3.7499999999999947,1.0603387643164157e-07
3.7999999999999945,1.1837031149361316e-07
3.8499999999999943,9.391918953297397e-08
3.899999999999994,1.1123150025108452e-07
3.949999999999994,1.1518820348534933e-07
3.999999999999994,9.237254719990807e-08
4.049999999999994,9.172625691674316e-08
4.099999999999993,9.057426763499085e-08
4.149999999999993,7.333753646320517e-08
4.199999999999993,8.951138859310916e-08
4.249999999999993,6.89144863831107e-08
4.299999999999993,1.1100745914241837e-07
4.3499999999999925,8.967132187069825e-08
4.399999999999992,6.620287512897437e-08
4.449999999999992,7.79978752711058e-08
4.499999999999992,1.0826075270355306e-07
4.549999999999992,7.108125315901854e-08
4.599999999999992,9.51930731115459e-08
4.6499999999999915,7.613902028980279e-08
4.699999999999991,1.0273697370792058e-07
4.749999999999991,7.559473248618574e-08
4.799999999999991,5.4003385450261067e-08
4.849999999999991,6.627731300983192e-08
4.899999999999991,7.170681388618426e-08
4.94999999999999,5.237647410075454e-08
4.99999999999999,4.341580475206169e-08
5.04999999999999,5.318863537913052e-08
5.09999999999999,3.810004534379794e-08
5.14999999999999,7.914532387237152e-08
5.1999999999999895,4.916125102475391e-08
5.249999999999989,6.085201732399736e-08
5.299999999999989,7.697651201477959e-08
5.349999999999989,5.5712205682288115e-08
5.399999999999989,6.424174984739532e-08
5.449999999999989,5.4663325405863426e-08
5.4999999999999885,3.14465079713803e-08
5.549999999999988,4.262781710126645e-08
5.599999999999988,6.397658130848447e-08
5.649999999999988,3.886174921557143e-08
5.699999999999988,6.057105759201953e-08
5.749999999999988,4.565287056094939e-08
5.799999999999987,5.8696838599434974e-08
5.849999999999987,9.71451477667126e-08
5.899999999999987,5.950200361656237e-08
5.949999999999987,5.965410918909693e-08
5.999999999999987,8.331207919401286e-08
