z,vol_rate_Mpc_all
0.0,3.3359260197040475e-08
0.05,3.516776824028175e-08
0.1,3.794545818344058e-08
0.15000000000000002,4.0986053061282596e-08
0.2,4.300181988912734e-08
0.25,4.624356304144722e-08
0.3,4.685320035610555e-08
0.35,5.0938256949429746e-08
0.39999999999999997,5.303479900713182e-08
0.44999999999999996,5.392369219849399e-08
0.49999999999999994,5.443844478052444e-08
0.5499999999999999,5.589464032555347e-08
0.6,5.631341943453897e-08
0.65,5.960054306195822e-08
0.7000000000000001,5.884192210824922e-08
0.7500000000000001,6.065208050900426e-08
0.8000000000000002,5.899827180852886e-08
0.8500000000000002,5.745269775766148e-08
0.9000000000000002,5.949875465682392e-08
0.9500000000000003,5.9529667263548095e-08
1.0000000000000002,5.877875325565316e-08
1.0500000000000003,5.709696650035019e-08
1.1000000000000003,5.19645594076047e-08
1.1500000000000004,5.567278371966272e-08
1.2000000000000004,5.42371539128125e-08
1.2500000000000004,5.1147169713342156e-08
1.3000000000000005,5.091889121943655e-08
1.3500000000000005,5.146482312729503e-08
1.4000000000000006,5.420105646936085e-08
1.4500000000000006,4.9531143892702215e-08
1.5000000000000007,4.836970431125911e-08
1.5500000000000007,4.531894951670852e-08
1.6000000000000008,4.001922542281474e-08
1.6500000000000008,4.4058129336474946e-08
1.7000000000000008,3.9658944781239994e-08
1.7500000000000009,4.1149165190338656e-08
1.800000000000001,4.311469994672073e-08
1.850000000000001,4.083036075017816e-08
1.900000000000001,3.542602182179703e-08
1.950000000000001,3.5779802664860383e-08
2.000000000000001,3.6651076134893246e-08
2.0500000000000007,3.3073680456456645e-08
2.1000000000000005,3.053072301259598e-08
2.1500000000000004,3.198658445881497e-08
2.2,3.113541312589945e-08
2.25,2.8775061921597513e-08
2.3,2.7352475991538024e-08
2.3499999999999996,2.9163292211351113e-08
2.3999999999999995,2.9670689328494205e-08
2.4499999999999993,2.5252473851581364e-08
2.499999999999999,2.9349427385551852e-08
2.549999999999999,2.554698405448173e-08
2.5999999999999988,2.178633852464833e-08
2.6499999999999986,2.4575045747860786e-08
2.6999999999999984,2.113522135784672e-08
2.7499999999999982,2.1171383285883256e-08
2.799999999999998,2.3812075003377814e-08
2.849999999999998,2.085276031355629e-08
2.8999999999999977,1.6360479981437594e-08
2.9499999999999975,1.9724680044731813e-08
2.9999999999999973,1.9034862878460173e-08
3.049999999999997,1.842451838833523e-08
3.099999999999997,1.7195649246273166e-08
3.149999999999997,1.6694683111678362e-08
3.1999999999999966,1.3094438766128683e-08
3.2499999999999964,1.3479692816393258e-08
3.2999999999999963,1.6771228482456644e-08
3.349999999999996,1.522850775860979e-08
3.399999999999996,1.405006811339669e-08
3.4499999999999957,1.195468342211159e-08
3.4999999999999956,1.1143379742574352e-08
3.5499999999999954,1.0824009585794877e-08
3.599999999999995,1.116578999205907e-08
3.649999999999995,1.0496904809224186e-08
3.699999999999995,1.1118469495796144e-08
3.7499999999999947,9.412834332730124e-09
3.7999999999999945,9.485345770634735e-09
3.8499999999999943,1.0307060777538531e-08
3.899999999999994,7.845852835569672e-09
3.949999999999994,7.264867448220831e-09
3.999999999999994,8.168565788120398e-09
4.049999999999994,7.634601258534727e-09
4.099999999999993,7.1044157537284004e-09
4.149999999999993,7.3115376206780175e-09
4.199999999999993,7.143258797504519e-09
4.249999999999993,7.305728586190167e-09
4.299999999999993,6.669691633966926e-09
4.3499999999999925,6.147251846300913e-09
4.399999999999992,6.587139917235464e-09
4.449999999999992,5.101176867387849e-09
4.499999999999992,6.567961217530955e-09
4.549999999999992,5.893082803392864e-09
4.599999999999992,6.24132031826534e-09
4.6499999999999915,5.456458979815962e-09
4.699999999999991,5.799449694849067e-09
4.749999999999991,5.379274472414153e-09
4.799999999999991,4.2726974625687405e-09
4.849999999999991,4.190596528451566e-09
4.899999999999991,5.318834415003089e-09
4.94999999999999,3.958895376068453e-09
4.99999999999999,4.363885970649703e-09
5.04999999999999,3.833882585596799e-09
5.09999999999999,4.08996425156581e-09
5.14999999999999,3.953680568178318e-09
5.1999999999999895,4.024646112042809e-09
5.249999999999989,3.881696855840331e-09
5.299999999999989,3.959122649639745e-09
5.349999999999989,3.620367039165177e-09
5.399999999999989,3.011908290150579e-09
5.449999999999989,4.153201672376445e-09
5.4999999999999885,3.778219115411969e-09
5.549999999999988,2.9232019383076898e-09
5.599999999999988,3.1366212136881925e-09
5.649999999999988,3.471388878216476e-09
5.699999999999988,3.183744391157273e-09
5.749999999999988,3.123031831000079e-09
5.799999999999987,2.695405830303295e-09
5.849999999999987,2.821836950837349e-09
5.899999999999987,3.0493325988589087e-09
5.949999999999987,2.8031727295986093e-09
5.999999999999987,3.4456721174146686e-09
